Experiences Offered;Review Scores Communication;Review Scores Location;Review Scores Value;Review Scores Rating;Review Scores Accuracy;Jurisdiction Names;Cancellation Policy;Calculated host listings count;Reviews per Month;Host Neighbourhood;Host Total Listings Count;Latitude;Longitude;Property Type;Room Type;Bathrooms;Bedrooms;Beds;Bed Type;Square Feet;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Number of Reviews
none;9.0;10.0;9.0;92.0;9.0;None;strict;3.0;0.49;Malasaña;3.0;40.423837008784666;-3.706860366641525;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;40.0;0.0;20.0;1;12;1;33
none;9.0;9.0;9.0;90.0;9.0;None;flexible;2.0;3.09;La Latina;2.0;40.40878970759618;-3.7078096723450646;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;32.0;0.0;0.0;2;0;2;46
none;10.0;10.0;9.0;93.0;10.0;None;strict;33.0;0.88;Guindalera;34.0;40.43752510142283;-3.673408033236977;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;19.0;0.0;0.0;1;18;1;8
none;10.0;10.0;10.0;100.0;10.0;None;flexible;1.0;0.12;No data;1.0;40.392634661196254;-3.7064144151605687;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;14.0;0.0;0.0;1;10;2;1
none;10.0;10.0;10.0;97.0;10.0;None;moderate;10.0;5.51;Sol;10.0;40.41388970250274;-3.707488806306993;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;65.0;200.0;25.0;2;8;1;77
none;10.0;10.0;10.0;100.0;10.0;Santa Monica;flexible;1.0;1.33;Santa Monica;1.0;34.025372668697294;-118.49795378948171;Condominium;Shared room;1.0;1.0;1.0;Couch;394.07081545064375;49.0;0.0;18.0;1;0;2;9
none;0.0;0.0;0.0;0.0;0.0;None;strict;77.0;0.0;La Latina;142.0;40.42366733718111;-3.682155420153972;Apartment;Entire home/apt;2.0;3.0;4.0;Real Bed;394.07081545064375;494.0;0.0;103.0;1;0;3;0
none;9.0;10.0;6.0;60.0;5.0;None;strict;6.0;0.92;Arapiles;6.0;40.43038814860903;-3.705962511801567;House;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;25.0;0.0;5.0;1;0;1;4
none;10.0;8.0;9.0;87.0;9.0;None;flexible;2.0;0.91;Ciudad Lineal;2.0;40.43714340924557;-3.640157445305531;Bed & Breakfast;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;25.0;0.0;0.0;1;0;1;17
none;9.0;9.0;8.0;83.0;8.0;None;strict;46.0;3.09;Malasaña;46.0;40.42275505272932;-3.7023867864316933;Other;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;43.0;0.0;25.0;2;0;1;31
none;9.0;10.0;9.0;86.0;9.0;None;strict;2.0;7.75;Usera;2.0;40.40977359180544;-3.6977601052500115;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;50.0;0.0;10.0;2;6;1;71
none;9.0;10.0;8.0;77.0;8.0;None;strict;2.0;4.24;No data;2.0;40.419617309992624;-3.698115642476684;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;55.0;100.0;15.0;2;15;2;26
none;9.0;10.0;9.0;100.0;10.0;None;moderate;1.0;5.0;Justicia;1.0;40.42385741417272;-3.6960182660276586;Condominium;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;63.0;150.0;15.0;1;0;1;7
none;10.0;10.0;9.0;96.0;10.0;None;strict;3.0;1.29;Malasaña;3.0;40.41303010260689;-3.710307507346953;Apartment;Entire home/apt;1.0;0.0;2.0;Real Bed;394.07081545064375;80.0;150.0;30.0;2;15;1;15
none;10.0;9.0;9.0;85.0;10.0;None;moderate;1.0;1.22;No data;1.0;40.415356530358466;-3.703123623386509;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;45.0;100.0;20.0;1;10;3;4
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;Aluche;0.0;40.398497053934356;-3.737466152317048;House;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;14.0;0.0;0.0;1;0;15;0
none;10.0;9.0;10.0;95.0;10.0;None;strict_new;3.0;7.1;Esquilino;3.0;41.89861827875471;12.500916210154305;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;35.0;100.0;0.0;2;0;1;226
none;10.0;10.0;10.0;100.0;10.0;None;flexible;2.0;0.17;No data;2.0;40.40990319247239;-3.7288258445372953;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;15.0;0.0;0.0;1;10;2;2
none;10.0;10.0;10.0;100.0;10.0;None;strict;28.0;0.1;Malasaña;28.0;40.427617696174096;-3.7032309837652737;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;75.0;0.0;75.0;1;0;5;6
none;0.0;0.0;0.0;0.0;0.0;None;strict;20.0;0.0;Embajadores;20.0;40.40882708781443;-3.7006142445405215;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;43.0;200.0;30.0;1;0;7;0
none;10.0;10.0;10.0;90.0;10.0;None;moderate;1.0;0.33;Malasaña;1.0;40.428899865296096;-3.705058917051809;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;45.0;0.0;5.0;1;0;1;2
none;10.0;10.0;10.0;96.0;10.0;None;strict;7.0;0.76;Palacio;7.0;40.42161569749054;-3.7182548262924735;House;Entire home/apt;2.0;3.0;3.0;Real Bed;394.07081545064375;180.0;250.0;0.0;2;20;3;14
none;10.0;10.0;10.0;98.0;10.0;None;flexible;8.0;0.96;Justicia;9.0;40.4201749851276;-3.70014295759372;Apartment;Private room;4.5;1.0;2.0;Real Bed;394.07081545064375;25.0;0.0;10.0;1;0;1;8
none;10.0;10.0;10.0;94.0;10.0;None;strict;23.0;3.44;Malasaña;23.0;40.425551002237924;-3.702453702607343;Apartment;Entire home/apt;1.0;1.0;2.0;Pull-out Sofa;0.0;60.0;100.0;27.0;2;10;2;179
none;9.0;10.0;9.0;91.0;10.0;None;strict;2.0;3.41;La Latina;2.0;40.41171135245641;-3.7097144501572297;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;50.0;0.0;0.0;1;5;1;35
none;10.0;10.0;9.0;95.0;9.0;None;strict;28.0;0.19;Malasaña;28.0;40.423141752140474;-3.6895196333466536;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;110.0;0.0;100.0;2;0;7;8
none;9.0;10.0;9.0;88.0;9.0;None;strict;3.0;4.34;Malasaña;3.0;40.42196203975409;-3.7053980196247776;Condominium;Entire home/apt;1.0;0.0;1.0;Real Bed;394.07081545064375;35.0;0.0;0.0;2;0;2;84
none;10.0;10.0;9.0;95.0;9.0;None;moderate;1.0;0.75;Castellana;1.0;40.430946862142896;-3.682050535906722;Apartment;Private room;1.0;1.0;3.0;Real Bed;394.07081545064375;35.0;0.0;0.0;1;35;1;25
none;10.0;10.0;10.0;95.0;9.0;None;strict;2.0;3.36;Prosperidad;3.0;40.44218481430331;-3.6740783845932072;House;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;30.0;100.0;0.0;1;0;2;33
none;0.0;0.0;0.0;0.0;0.0;None;flexible;29.0;0.0;Cortes;39.0;40.41188914310098;-3.695554686786866;Apartment;Entire home/apt;1.0;0.0;3.0;Real Bed;394.07081545064375;100.0;0.0;0.0;1;0;1;0
none;0.0;0.0;0.0;0.0;0.0;None;moderate;9.0;0.0;Usera;9.0;40.385047553527386;-3.7027410293523735;Serviced apartment;Entire home/apt;1.0;0.0;2.0;Real Bed;394.07081545064375;42.0;0.0;0.0;2;8;5;0
none;10.0;10.0;10.0;98.0;10.0;None;moderate;2.0;2.14;Malasaña;2.0;40.42603341712979;-3.701720853114682;Apartment;Entire home/apt;1.0;2.0;4.0;Real Bed;394.07081545064375;99.0;300.0;30.0;3;10;3;77
none;10.0;9.0;9.0;93.0;9.0;None;strict;2.0;4.38;Carabanchel;2.0;40.395816593218605;-3.714009405501205;Apartment;Entire home/apt;1.0;0.0;1.0;Pull-out Sofa;394.07081545064375;23.0;0.0;15.0;1;0;2;49
none;9.0;7.0;7.0;80.0;9.0;None;moderate;1.0;0.1;No data;2.0;40.47659793108929;-3.702149333538393;Bed & Breakfast;Shared room;1.0;1.0;1.0;Real Bed;394.07081545064375;45.0;0.0;10.0;1;45;2;3
none;0.0;0.0;0.0;0.0;0.0;None;flexible;2.0;0.0;Aluche;2.0;40.40992354291925;-3.7288759330374015;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;11.0;0.0;0.0;1;0;1;0
none;0.0;0.0;0.0;0.0;0.0;None;moderate;1.0;0.0;Embajadores;1.0;40.40804853075095;-3.7001272234027986;Bed & Breakfast;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;80.0;200.0;40.0;1;50;6;0
none;10.0;8.0;9.0;94.0;9.0;None;strict;1.0;1.91;Ciudad Lineal;1.0;40.45486098490279;-3.661606110839204;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;51.0;300.0;30.0;1;15;2;43
none;0.0;0.0;0.0;0.0;0.0;None;strict;1.0;0.0;No data;1.0;40.42269380573772;-3.699140476119045;House;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;35.0;0.0;20.0;1;10;1;0
none;8.0;8.0;8.0;85.0;9.0;None;strict;145.0;0.55;Rios Rosas;164.0;40.44047916200246;-3.6948663855006014;Apartment;Entire home/apt;2.0;3.0;5.0;Real Bed;394.07081545064375;160.0;200.0;70.0;3;10;2;14
none;9.0;10.0;9.0;85.0;9.0;None;flexible;1.0;1.34;Cuatro Caminos;1.0;40.44842106594936;-3.7020784706730288;Apartment;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;24.0;0.0;0.0;1;10;1;13
none;10.0;10.0;9.0;93.0;9.0;None;strict;1.0;0.75;Justicia;1.0;40.422542740439255;-3.7005272784254934;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;40.0;0.0;20.0;2;10;6;4
none;9.0;9.0;8.0;84.0;9.0;None;strict;2.0;2.85;Malasaña;2.0;40.406944748044864;-3.698508460174837;House;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;70.0;0.0;20.0;2;10;2;63
none;9.0;9.0;9.0;84.0;9.0;None;strict;46.0;4.76;Malasaña;46.0;40.421840046886814;-3.703769758460477;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;65.0;0.0;25.0;3;0;1;223
none;9.0;10.0;9.0;89.0;9.0;None;strict;1.0;7.72;No data;1.0;40.4228509450503;-3.695828761490509;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;49.0;0.0;5.0;1;0;1;139
none;9.0;10.0;8.0;82.0;8.0;None;strict;9.0;0.72;Sol;9.0;40.41488606478858;-3.7073831376207482;Apartment;Entire home/apt;2.0;4.0;16.0;Real Bed;0.0;80.0;300.0;70.0;2;25;3;30
none;10.0;10.0;10.0;96.0;10.0;None;strict;1.0;1.36;Trafalgar;1.0;40.43377403325137;-3.7033482517982574;Apartment;Entire home/apt;1.5;1.0;2.0;Real Bed;394.07081545064375;75.0;250.0;30.0;1;0;3;17
none;0.0;0.0;0.0;0.0;0.0;None;strict;38.0;0.0;Malasaña;38.0;40.41210987738101;-3.6996164102059175;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;32.0;200.0;30.0;1;0;7;0
none;10.0;10.0;9.0;90.0;10.0;None;moderate;2.0;1.19;No data;2.0;40.4242477796799;-3.702682235922592;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;67.0;0.0;0.0;1;0;2;16
none;10.0;10.0;10.0;97.0;10.0;None;strict;2.0;4.1;Sol;2.0;40.41449548963553;-3.7067253436660375;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;59.0;0.0;25.0;2;18;2;216
none;10.0;8.0;10.0;100.0;10.0;None;flexible;2.0;0.13;LB of Brent;2.0;51.54193185136418;-0.2460387688380697;Apartment;Entire home/apt;2.0;3.0;2.0;Real Bed;394.07081545064375;98.0;0.0;0.0;1;0;3;1
none;10.0;10.0;9.0;100.0;10.0;None;moderate;1.0;1.82;Cortes;1.0;40.41424238873334;-3.6955687885779263;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;50.0;0.0;20.0;1;0;3;2
none;10.0;10.0;10.0;100.0;9.0;None;flexible;1.0;0.68;Fuencarral-El Pardo;1.0;40.38814811227576;-3.646258842502716;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;25.0;0.0;0.0;1;0;1;3
none;10.0;10.0;10.0;93.0;9.0;None;moderate;4.0;0.57;Palacio;4.0;40.4251203755169;-3.6989647015205054;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;59.0;300.0;30.0;1;0;1;4
none;10.0;9.0;10.0;97.0;10.0;None;moderate;1.0;3.49;Puente de Vallecas;2.0;40.39757478687649;-3.669620572111372;Apartment;Entire home/apt;1.0;1.0;3.0;Real Bed;394.07081545064375;65.0;100.0;30.0;2;10;3;22
none;10.0;10.0;9.0;92.0;10.0;None;flexible;3.0;4.24;No data;3.0;40.41641817294735;-3.6969017431313653;Apartment;Private room;1.0;1.0;3.0;Real Bed;394.07081545064375;32.0;0.0;0.0;1;11;1;82
none;10.0;10.0;10.0;100.0;10.0;None;moderate;1.0;0.77;Jerónimos;1.0;40.406948089711385;-3.6845284742195705;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;35.0;0.0;0.0;1;0;5;1
none;10.0;10.0;10.0;93.0;10.0;None;strict;1.0;1.25;Recoletos;1.0;40.42849469696253;-3.686072456419332;Apartment;Entire home/apt;2.0;2.0;2.0;Real Bed;394.07081545064375;206.0;500.0;50.0;1;0;2;12
none;10.0;10.0;10.0;100.0;10.0;None;moderate;3.0;0.09;Cortes;3.0;40.41494998492396;-3.7009722258708617;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;66.0;0.0;0.0;2;7;2;2
none;10.0;8.0;8.0;80.0;8.0;None;flexible_new;12.0;0.11;Monti;27.0;41.94273145597986;12.473097568819814;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;65.0;150.0;40.0;2;10;4;2
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;Argüelles;1.0;40.42359513367652;-3.7150132328365015;Apartment;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;50.0;0.0;0.0;1;0;2;0
none;10.0;10.0;9.0;96.0;10.0;None;strict;1.0;1.31;No data;1.0;40.41859703032953;-3.7030387529764575;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;85.0;200.0;20.0;2;10;2;15
none;10.0;10.0;10.0;96.0;10.0;None;flexible;2.0;1.9;Cortes;2.0;40.41281014822538;-3.695596012237688;Apartment;Entire home/apt;1.0;1.0;3.0;Real Bed;0.0;80.0;0.0;30.0;2;9;3;115
none;10.0;9.0;10.0;98.0;10.0;None;strict;1.0;1.48;Castillejos;1.0;40.459247991027276;-3.693617624735488;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;139.0;300.0;20.0;2;15;1;20
none;10.0;10.0;10.0;97.0;10.0;None;strict;1.0;4.09;No data;1.0;40.409007780592546;-3.698772866374567;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;45.0;0.0;25.0;2;7;2;12
none;10.0;9.0;9.0;93.0;10.0;None;moderate;2.0;1.5;Ciudad Lineal;2.0;40.46801618456436;-3.6690646075486435;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;70.0;0.0;0.0;1;0;5;14
none;10.0;10.0;10.0;100.0;10.0;None;flexible;1.0;2.0;La Latina;1.0;40.411021312375176;-3.7092930477382695;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;80.0;0.0;0.0;1;0;1;2
none;0.0;0.0;0.0;0.0;0.0;None;strict;3.0;0.0;No data;3.0;40.40074807531348;-3.671711668714286;Apartment;Shared room;1.0;1.0;2.0;Real Bed;394.07081545064375;24.0;0.0;0.0;1;0;1;0
none;9.0;10.0;9.0;88.0;9.0;None;strict;4.0;3.84;Justicia;5.0;40.41619432585278;-3.7028145665808334;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;69.0;100.0;30.0;1;0;3;80
none;9.0;10.0;9.0;92.0;9.0;None;strict;1.0;0.83;No data;1.0;40.41075098600352;-3.706749841265232;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;40.0;0.0;0.0;1;15;2;39
none;10.0;10.0;10.0;100.0;10.0;None;flexible;1.0;0.31;No data;1.0;40.40892273654643;-3.7040213461706406;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;200.0;0.0;0.0;1;0;1;1
none;9.0;9.0;8.0;86.0;9.0;None;moderate;4.0;0.79;Cortes;4.0;40.41558512658006;-3.701471449353535;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;55.0;200.0;25.0;2;15;2;18
none;9.0;10.0;10.0;95.0;10.0;None;strict;67.0;2.5;L'Antiga Esquerra de l'Eixample;207.0;40.42265601959272;-3.6948963191550135;Apartment;Entire home/apt;2.0;2.0;3.0;Real Bed;394.07081545064375;149.0;150.0;35.0;3;12;2;4
none;9.0;9.0;10.0;87.0;10.0;None;flexible;1.0;2.25;No data;1.0;40.38667177661755;-3.7122679891840975;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;20.0;0.0;0.0;1;0;2;6
none;9.0;10.0;9.0;92.0;9.0;None;flexible;1.0;2.34;Sol;1.0;40.41579351433163;-3.7056644993387633;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;89.0;0.0;10.0;1;0;3;36
none;0.0;0.0;0.0;0.0;0.0;None;flexible;92.0;0.0;L'Antiga Esquerra de l'Eixample;207.0;41.39250237162226;2.1687742697096204;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;135.0;0.0;0.0;1;0;2;0
none;10.0;9.0;9.0;88.0;9.0;None;flexible;2.0;1.89;Acacias;2.0;40.40124840248188;-3.702124578196368;Apartment;Entire home/apt;2.0;2.0;2.0;Real Bed;394.07081545064375;65.0;0.0;0.0;1;0;3;45
none;2.0;10.0;2.0;20.0;4.0;None;strict;97.0;0.13;Justicia;114.0;40.418258554382064;-3.708577804229293;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;30.0;0.0;15.0;1;5;10;1
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;Sol;1.0;40.416463850501906;-3.7048061324130543;Apartment;Entire home/apt;1.0;4.0;4.0;Real Bed;394.07081545064375;65.0;0.0;0.0;1;0;1;0
none;10.0;10.0;10.0;98.0;10.0;None;strict;77.0;0.73;La Latina;142.0;40.416418714236;-3.7091414288784015;Apartment;Entire home/apt;2.0;3.0;4.0;Real Bed;394.07081545064375;191.0;0.0;77.0;2;0;3;12
none;10.0;10.0;10.0;96.0;10.0;None;moderate;1.0;6.54;No data;1.0;40.417151837159906;-3.7126105213243377;Apartment;Entire home/apt;2.0;4.0;6.0;Real Bed;394.07081545064375;71.0;250.0;60.0;3;18;2;41
none;10.0;10.0;10.0;98.0;10.0;None;strict;1.0;3.39;La Latina;1.0;40.41339712117063;-3.711280189967237;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;69.0;0.0;25.0;1;0;2;19
none;0.0;0.0;0.0;0.0;0.0;None;strict;97.0;0.0;Justicia;114.0;40.41110270721738;-3.7069180930061267;Apartment;Private room;4.0;1.0;1.0;Real Bed;394.07081545064375;25.0;0.0;15.0;1;5;10;0
none;10.0;10.0;10.0;80.0;8.0;None;strict;67.0;0.71;L'Antiga Esquerra de l'Eixample;207.0;40.413206857278105;-3.70723802496441;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;110.0;0.0;10.0;1;0;2;1
none;0.0;0.0;0.0;0.0;0.0;None;strict;4.0;0.0;Argüelles;4.0;40.42500259422416;-3.729465326457767;Apartment;Entire home/apt;1.0;3.0;6.0;Real Bed;394.07081545064375;95.0;0.0;30.0;4;10;2;0
none;8.0;9.0;7.0;80.0;8.0;None;flexible;8.0;0.28;Embajadores;8.0;40.410359148478854;-3.7067968458169855;Guesthouse;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;43.0;0.0;0.0;1;0;1;2
none;9.0;10.0;9.0;85.0;9.0;None;strict;6.0;1.89;Malasaña;15.0;40.41594776130547;-3.6960363845711517;Apartment;Entire home/apt;1.0;0.0;1.0;Real Bed;394.07081545064375;59.0;0.0;15.0;1;0;1;19
none;10.0;9.0;9.0;83.0;9.0;None;flexible;2.0;0.43;Arapiles;2.0;40.43394185542506;-3.7076159711733374;House;Private room;2.0;1.0;2.0;Real Bed;394.07081545064375;45.0;0.0;0.0;1;0;1;8
none;10.0;9.0;9.0;90.0;10.0;None;moderate;9.0;0.53;Usera;9.0;40.385174727397796;-3.7045479613836414;Serviced apartment;Entire home/apt;1.0;0.0;1.0;Real Bed;394.07081545064375;44.0;0.0;0.0;1;0;5;6
none;10.0;10.0;10.0;94.0;10.0;None;moderate;1.0;1.04;Trafalgar;2.0;40.43630532202409;-3.7029782789099728;Apartment;Entire home/apt;1.0;3.0;4.0;Real Bed;394.07081545064375;114.0;100.0;48.0;6;30;2;23
none;10.0;10.0;9.0;94.0;9.0;None;moderate;1.0;1.16;Cortes;1.0;40.41313022724304;-3.697870763311149;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;60.0;0.0;0.0;3;10;2;47
none;10.0;10.0;10.0;100.0;10.0;None;flexible;2.0;0.29;Moratalaz;6.0;40.40360484938046;-3.644042541225737;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;22.0;0.0;5.0;1;0;1;2
none;10.0;9.0;10.0;100.0;10.0;None;flexible;1.0;2.9;Aluche;1.0;40.41500527378633;-3.7252058085404123;Apartment;Private room;2.0;1.0;2.0;Real Bed;394.07081545064375;32.0;0.0;0.0;1;0;1;6
none;0.0;0.0;0.0;0.0;0.0;Paris;moderate;1.0;0.11;Auteuil;1.0;48.85300571065385;2.2634474128631057;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;110.0;0.0;20.0;1;0;1;1
none;10.0;10.0;8.0;90.0;10.0;None;moderate;1.0;0.07;Malasaña;1.0;40.42185020725397;-3.703295731895036;Apartment;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;78.0;0.0;0.0;1;28;1;2
none;9.0;10.0;9.0;89.0;9.0;None;moderate;51.0;0.27;Argüelles;51.0;40.42065696789537;-3.7049399980702185;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;40.0;76.0;200.0;32.0;2;11;4;13
none;8.0;9.0;9.0;84.0;9.0;None;strict;48.0;2.19;Cortes;57.0;40.41790577123649;-3.6948646030265735;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;84.0;150.0;50.0;1;20;1;51
none;10.0;10.0;9.0;93.0;9.0;None;flexible;1.0;1.93;Ibiza;1.0;40.41599214635113;-3.67734647461492;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;65.0;130.0;30.0;2;10;3;59
none;8.0;10.0;8.0;80.0;10.0;None;flexible;13.0;0.32;La Latina;21.0;40.409911652419055;-3.7103677089071856;Apartment;Entire home/apt;1.0;2.0;4.0;Real Bed;394.07081545064375;200.0;0.0;0.0;1;0;1;2
none;9.0;9.0;9.0;89.0;9.0;None;strict;2.0;1.33;No data;2.0;40.3709845512754;-3.6956464625398566;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;22.0;0.0;0.0;1;0;1;11
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;No data;1.0;40.49101303676359;-3.716597517632125;Apartment;Entire home/apt;2.0;3.0;5.0;Real Bed;394.07081545064375;100.0;0.0;100.0;5;20;7;0
none;0.0;0.0;0.0;0.0;0.0;None;moderate;1.0;0.0;Nueva España;1.0;40.461190990485015;-3.6865461576930327;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;30.0;200.0;30.0;1;15;3;0
none;9.0;9.0;8.0;84.0;9.0;None;strict;1.0;1.04;No data;1.0;40.40909579206872;-3.712248391446783;Apartment;Entire home/apt;1.0;3.0;5.0;Real Bed;394.07081545064375;145.0;150.0;0.0;6;20;1;35
none;0.0;0.0;0.0;0.0;0.0;None;moderate;1.0;0.0;Castellana;1.0;40.43525139257499;-3.680969734134092;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;59.0;300.0;24.0;1;0;2;0
none;10.0;9.0;10.0;97.0;10.0;None;moderate;3.0;0.84;Bellas Vistas;3.0;40.45265182303982;-3.7074128139268336;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;34.0;0.0;20.0;1;12;2;25
none;10.0;9.0;10.0;95.0;10.0;None;strict;1.0;0.51;Justicia;1.0;40.424984267020676;-3.697313495428025;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;95.0;0.0;30.0;2;15;2;11
none;10.0;10.0;10.0;100.0;10.0;None;strict;145.0;1.0;Rios Rosas;164.0;40.427125130962274;-3.686376270020783;Apartment;Entire home/apt;1.0;0.0;1.0;Real Bed;394.07081545064375;100.0;200.0;30.0;1;0;2;1
none;10.0;10.0;10.0;100.0;10.0;None;flexible;1.0;0.11;No data;1.0;40.45050645566489;-3.70526505314619;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;25.0;0.0;0.0;1;0;1;1
none;10.0;8.0;10.0;100.0;10.0;None;moderate;1.0;1.0;No data;1.0;40.39118401606797;-3.64659330057953;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;12.0;0.0;0.0;1;0;3;1
none;10.0;9.0;9.0;95.0;10.0;None;moderate;1.0;1.49;No data;1.0;40.42299951532239;-3.655707174546032;Other;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;57.0;300.0;25.0;3;14;2;8
none;10.0;10.0;8.0;90.0;9.0;None;strict;3.0;0.34;No data;3.0;40.42127384522507;-3.710784810930982;Apartment;Private room;2.0;1.0;4.0;Real Bed;394.07081545064375;79.0;0.0;19.0;1;19;1;2
none;10.0;10.0;4.0;20.0;4.0;None;strict;26.0;0.04;Arapiles;26.0;40.431108165452706;-3.710119889116153;Apartment;Entire home/apt;1.0;1.0;3.0;Real Bed;394.07081545064375;60.0;0.0;0.0;1;0;2;1
none;10.0;9.0;10.0;91.0;10.0;None;flexible;1.0;0.42;No data;1.0;40.35968015557964;-3.59739837165208;Apartment;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;35.0;0.0;0.0;1;0;1;13
none;10.0;10.0;9.0;94.0;10.0;None;strict;1.0;2.73;Argüelles;1.0;40.43071194663772;-3.7183710659438884;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;26.0;100.0;0.0;1;25;1;105
none;10.0;10.0;10.0;97.0;9.0;None;strict;3.0;1.8;Recoletos;3.0;40.42285513967377;-3.6843960297474414;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;69.0;299.0;59.0;2;19;2;6
